Learning Rate	Momentum	Train Loss	Valid Loss	Train Acc.	Valid Acc.	Inner Prod. Loss Sum	Inner Prod. Loss Mean	Inner Prod. Loss Std	
0.001000	0.900000	472.161690	7038.181715	88.458000	84.270000	10971781008.000000	383385.218750	442336.375000	
0.001000	0.900000	418.132045	2534.511561	88.976000	85.220000	11106366384.000000	344208.125000	371227.812500	
0.001000	0.900000	417.445846	5247.821212	88.878000	86.620000	11227260368.000000	309191.781250	385524.406250	
0.001000	0.900000	557.668559	208.630073	89.112000	87.520000	11333984816.000000	272952.562500	348672.750000	
0.001000	0.900000	457.722498	7583.578214	89.188000	86.920000	11440116896.000000	271437.531250	366421.281250	
0.001000	0.900000	496.443524	30739.822048	89.362000	85.080000	11537305520.000000	248564.250000	384039.437500	
0.001000	0.900000	445.326476	19031.208120	89.152000	86.130000	11644346160.000000	273761.218750	369566.593750	
0.001000	0.900000	491.669907	3900.925593	89.316000	81.420000	11751443024.000000	273905.031250	367189.875000	
0.001000	0.900000	599.153499	13024.266281	88.728000	84.270000	11844706688.000000	238526.000000	371773.968750	
0.001000	0.900000	590.328547	10265.261002	88.768000	86.410000	11943735600.000000	253270.875000	363499.781250	
0.001000	0.900000	637.612436	5671.883988	88.948000	85.140000	12042372240.000000	252267.625000	410825.468750	
0.001000	0.900000	640.990073	24773.001724	88.634000	84.610000	12140688704.000000	251448.750000	385835.156250	
0.001000	0.900000	602.650617	23185.417381	88.946000	82.910000	12243725512.000000	263521.250000	434806.593750	
0.001000	0.900000	786.370180	47401.149125	88.380000	85.230000	12356660872.000000	288837.250000	433741.187500	
0.001000	0.900000	774.994150	64424.722435	88.450000	84.310000	12464305896.000000	275306.968750	436032.968750	
0.001000	0.900000	729.285330	40706.864115	88.662000	85.840000	12558508280.000000	240926.812500	391603.437500	
0.001000	0.900000	766.786218	5599.291916	88.600000	84.800000	12673985248.000000	295337.500000	425871.187500	
0.001000	0.900000	778.841030	4867.673143	88.682000	87.150000	12775181544.000000	258814.062500	446415.625000	
0.001000	0.900000	717.666127	5987.678671	88.256000	84.400000	12877992720.000000	262944.187500	407118.187500	
0.001000	0.900000	795.102557	3837.871938	88.254000	86.590000	12978157344.000000	256175.515625	392831.406250	
0.001000	0.900000	900.573973	10802.161397	88.202000	85.440000	13078008456.000000	255373.687500	428046.687500	
0.001000	0.900000	801.953886	1481.362510	88.270000	85.900000	13174491400.000000	246759.453125	410244.218750	
0.001000	0.900000	956.459922	1194.121336	87.814000	86.240000	13288019400.000000	290352.937500	405612.062500	
0.001000	0.900000	968.149647	1829.865190	87.924000	87.040000	13417404112.000000	330907.187500	426260.906250	
0.001000	0.900000	1064.028114	3894.477168	87.704000	85.500000	13515524384.000000	250946.984375	453815.656250	
0.001000	0.900000	1044.041686	3148.371091	88.252000	85.320000	13622475464.000000	273532.187500	428549.781250	
0.001000	0.900000	883.391069	580.162207	88.216000	87.210000	13732949640.000000	282542.656250	498500.843750	
0.001000	0.900000	1458.964340	419.988118	87.706000	86.460000	13861342984.000000	328371.718750	559313.125000	
0.001000	0.900000	1173.874824	321.640080	87.856000	85.830000	13971612760.000000	282019.875000	577791.687500	
0.001000	0.900000	1024.635432	18629.122357	88.580000	86.100000	14075775304.000000	266400.375000	594468.812500	
0.001000	0.900000	1076.233125	301.391210	88.680000	88.100000	14202717160.000000	324659.468750	625540.062500	
0.001000	0.900000	1002.043412	311.296612	88.886000	87.710000	14325791520.000000	314768.187500	577189.562500	
0.001000	0.900000	1238.379528	830.903406	89.238000	87.250000	14423535376.000000	249984.281250	549472.625000	
0.001000	0.900000	1247.286275	21473.268039	88.984000	86.150000	14558313120.000000	344700.125000	599038.687500	
0.001000	0.900000	1131.952207	21403.028884	89.044000	85.790000	14665395384.000000	273867.687500	558701.375000	
0.001000	0.900000	1389.865088	4689.789342	89.168000	87.050000	14788374528.000000	314524.656250	617482.875000	
0.001000	0.900000	1153.459527	12602.367343	88.870000	87.180000	14889592592.000000	258869.734375	544786.187500	
0.001000	0.900000	1243.724143	15100.799384	89.354000	86.740000	15004098592.000000	292854.218750	547619.750000	
0.001000	0.900000	1634.826167	17320.358315	89.492000	88.110000	15085585688.000000	208406.890625	560728.687500	
0.001000	0.900000	1361.065363	19524.678679	89.166000	87.010000	15192346952.000000	273046.718750	570694.812500	
