Learning Rate	Momentum	newstat	Train Loss	Train Acc.	iploss	
0.100000	0.900000	2.454019	46.416516	84.805126	23.910769	
0.100000	0.900000	2.459509	46.681635	84.878472	24.256205	
0.100000	0.900000	2.464951	46.865303	84.993132	24.146414	
0.100000	0.900000	2.470345	47.116961	85.088315	24.374369	
0.100000	0.900000	2.475692	47.331877	85.164651	24.245991	
0.100000	0.900000	2.480993	47.566529	85.231051	24.602821	
0.100000	0.900000	2.486250	47.842461	85.312500	24.839146	
0.100000	0.900000	2.491462	48.127710	85.375977	25.119911	
0.100000	0.900000	2.496631	48.325918	85.470361	25.239479	
0.100000	0.900000	2.501758	48.583207	85.530931	25.574244	
0.100000	0.900000	2.506842	48.768354	85.645518	25.825182	
0.100000	0.900000	2.511886	49.001872	85.734375	25.748848	
0.100000	0.900000	2.516890	49.226240	85.798267	26.015900	
0.100000	0.900000	2.521855	49.544157	85.845588	26.440737	
0.100000	0.900000	2.526780	49.755223	85.914745	26.563822	
0.100000	0.900000	2.531668	50.148929	85.945012	26.477379	
0.100000	0.900000	2.536517	50.323111	86.049107	26.690035	
0.100000	0.900000	2.541331	50.448263	86.151238	26.704145	
0.100000	0.900000	2.546108	50.669576	86.229556	27.089424	
0.100000	0.900000	2.550849	50.882080	86.306424	27.598019	
0.100000	0.900000	2.555555	51.168827	86.346044	27.909658	
0.100000	0.900000	2.560227	51.348877	86.420455	28.326603	
0.100000	0.900000	2.564865	51.600431	86.465372	28.398912	
0.100000	0.900000	2.569470	51.790903	86.523438	28.441195	
0.100000	0.900000	2.574042	51.993964	86.594303	28.648674	
0.100000	0.900000	2.578582	52.257641	86.643366	28.925659	
0.100000	0.900000	2.583090	52.592400	86.671196	28.954292	
0.100000	0.900000	2.587567	53.074675	86.678341	29.455313	
0.100000	0.900000	2.592013	53.258672	86.732105	29.745747	
0.100000	0.900000	2.596429	53.450739	86.765095	29.810476	
0.100000	0.900000	2.600815	53.739688	86.804097	29.975521	
0.100000	0.900000	2.605171	53.854938	86.888021	30.329292	
0.100000	0.900000	2.609499	54.043991	86.938275	30.587862	
0.100000	0.900000	2.613798	54.188850	87.013320	30.545214	
0.100000	0.900000	2.618069	54.449163	87.061738	30.715015	
0.100000	0.900000	2.622312	54.680416	87.109375	30.628368	
0.100000	0.900000	2.626528	54.820699	87.187500	31.120867	
0.100000	0.900000	2.630717	55.000867	87.251984	31.516706	
0.100000	0.900000	2.634879	55.181649	87.309301	32.043892	
0.100000	0.900000	2.639016	55.393283	87.377930	32.195515	
0.100000	0.900000	2.643126	55.671316	87.421269	32.328926	
0.100000	0.900000	2.647212	55.900335	87.463942	32.411934	
0.100000	0.900000	2.651272	56.240929	87.476145	32.671150	
0.100000	0.900000	2.655307	56.418509	87.511837	33.277794	
0.100000	0.900000	2.659318	56.695916	87.546992	33.802483	
0.100000	0.900000	2.663305	56.963955	87.599114	34.438843	
0.100000	0.900000	2.667269	57.166684	87.644676	34.421261	
0.100000	0.900000	2.671208	57.393316	87.683824	34.498779	
0.100000	0.900000	2.675125	57.570076	87.728102	35.046787	
0.100000	0.900000	2.679019	57.805556	87.754755	35.001610	
0.100000	0.900000	2.682891	58.018522	87.786646	35.368660	
0.100000	0.900000	2.686740	58.177163	87.834821	35.116844	
0.100000	0.900000	2.690567	58.464439	87.860151	35.291313	
0.100000	0.900000	2.694373	58.690708	87.896127	35.633446	
0.100000	0.900000	2.698157	58.902268	87.931600	35.856941	
0.100000	0.900000	2.701920	59.111055	87.982856	36.010368	
0.100000	0.900000	2.705662	59.274649	88.038793	36.032402	
0.100000	0.900000	2.709384	59.438289	88.083262	35.905033	
0.100000	0.900000	2.713085	59.701972	88.100553	36.211311	
0.100000	0.900000	2.716767	59.878107	88.149282	36.026157	
0.100000	0.900000	2.720428	60.031445	88.197357	36.282257	
0.100000	0.900000	2.724070	60.213840	88.234375	36.610222	
0.100000	0.900000	2.727692	60.419130	88.276076	36.827209	
0.100000	0.900000	2.731296	60.578144	88.317229	37.141628	
0.100000	0.900000	2.734880	60.729843	88.347631	37.532471	
0.100000	0.900000	2.738446	60.923255	88.377638	37.775414	
0.100000	0.900000	2.741993	61.014194	88.442540	37.824432	
0.100000	0.900000	2.745522	61.177880	88.481571	37.822014	
0.100000	0.900000	2.749033	61.286089	88.530056	38.089485	
0.100000	0.900000	2.752526	61.439275	88.577927	38.467545	
0.100000	0.900000	2.756001	61.635113	88.610456	38.790222	
0.100000	0.900000	2.759459	61.790774	88.657227	38.988930	
0.100000	0.900000	2.762900	61.978702	88.688859	38.861526	
0.100000	0.900000	2.766324	62.221730	88.724923	39.242954	
0.100000	0.900000	2.769731	62.364341	88.765337	39.521038	
0.100000	0.900000	2.773121	62.539118	88.810023	39.621765	
0.100000	0.900000	2.776494	62.723692	88.844697	39.610619	
0.100000	0.900000	2.779852	62.909110	88.874247	39.674416	
0.100000	0.900000	2.783193	63.066916	88.912799	40.223614	
0.100000	0.900000	2.786518	63.193087	88.960193	40.282650	
0.100000	0.900000	2.789827	63.335865	88.993158	40.565437	
0.100000	0.900000	2.793121	63.440894	89.044118	41.103493	
0.100000	0.900000	2.796400	63.672678	89.062500	41.012329	
0.100000	0.900000	2.799663	63.816193	89.103379	41.394112	
0.100000	0.900000	2.802910	63.953964	89.139270	41.937595	
0.100000	0.900000	2.806143	64.163814	89.165769	42.433640	
0.100000	0.900000	2.809361	64.284931	89.214286	42.749538	
0.100000	0.900000	2.812565	64.473039	89.248935	42.755646	
0.100000	0.900000	2.815754	64.613882	89.296434	42.965282	
0.100000	0.900000	2.818928	64.811926	89.330232	43.185539	
0.100000	0.900000	2.822088	64.960655	89.372381	43.554192	
0.100000	0.900000	2.825235	65.090291	89.405382	43.982056	
0.100000	0.900000	2.828367	65.262713	89.438018	43.959274	
0.100000	0.900000	2.831485	65.384778	89.478880	44.314606	
0.100000	0.900000	2.834590	65.520193	89.515027	44.543556	
0.100000	0.900000	2.837681	65.704616	89.525306	44.477264	
0.100000	0.900000	2.840759	65.869628	89.552365	44.716095	
0.100000	0.900000	2.843823	66.058820	89.587534	45.098656	
0.100000	0.900000	2.846874	66.326111	89.601437	45.711311	
0.100000	0.900000	2.849913	66.469816	89.635971	46.196548	
0.100000	0.900000	2.852938	66.631175	89.657738	45.975327	
0.100000	0.900000	2.855951	66.730839	89.695724	46.324989	
0.100000	0.900000	2.858951	66.839573	89.725131	46.467209	
0.100000	0.900000	2.861938	66.979441	89.754232	46.783672	
0.100000	0.900000	2.864913	67.257020	89.758744	46.976952	
0.100000	0.900000	2.867876	67.371229	89.799452	47.366730	
0.100000	0.900000	2.870826	67.493398	89.835737	47.346367	
0.100000	0.900000	2.873765	67.639304	89.871652	47.454060	
0.100000	0.900000	2.876691	67.761252	89.899270	47.872299	
0.100000	0.900000	2.879606	67.874276	89.934501	48.258099	
0.100000	0.900000	2.882509	68.030044	89.961526	48.347542	
0.100000	0.900000	2.885400	68.126627	89.992188	48.515953	
0.100000	0.900000	2.888279	68.281097	90.022544	48.602051	
0.100000	0.900000	2.891148	68.442105	90.040996	48.490784	
0.100000	0.900000	2.894005	68.580563	90.074661	48.795250	
0.100000	0.900000	2.896850	68.809585	90.092678	48.716846	
0.100000	0.900000	2.899685	69.070941	90.118140	49.161877	
0.100000	0.900000	2.902508	69.327082	90.124393	49.421730	
0.100000	0.900000	2.905321	69.489647	90.149457	49.316360	
0.100000	0.900000	2.908122	69.608558	90.181791	49.440327	
0.100000	0.900000	2.910913	69.743087	90.217554	49.780762	
0.100000	0.900000	2.913693	69.898044	90.238095	50.377968	
0.100000	0.900000	2.916463	70.013374	90.265847	50.582687	
0.100000	0.900000	2.919222	70.253839	90.278597	51.245132	
0.100000	0.900000	2.921971	70.544042	90.276555	51.812263	
0.100000	0.900000	2.924710	70.673556	90.307389	51.617699	
0.100000	0.900000	2.927438	70.806846	90.330669	51.484619	
0.100000	0.900000	2.930156	70.951138	90.360966	51.353634	
0.100000	0.900000	2.932864	71.096305	90.394585	51.282722	
0.100000	0.900000	2.935562	71.269251	90.420728	51.792610	
0.100000	0.900000	2.938251	71.482107	90.446632	51.970181	
0.100000	0.900000	2.940929	71.706851	90.465199	51.958107	
0.100000	0.900000	2.943598	71.842642	90.487132	51.789036	
0.100000	0.900000	2.946257	72.032391	90.498311	52.206886	
0.100000	0.900000	2.948906	72.160418	90.519899	51.846794	
0.100000	0.900000	2.951546	72.285946	90.548270	51.757027	
0.100000	0.900000	2.954177	72.522496	90.555556	52.006996	
0.100000	0.900000	2.956798	72.656970	90.573147	52.001698	
0.100000	0.900000	2.959410	72.868812	90.583700	52.129158	
0.100000	0.900000	2.962013	73.027169	90.607867	52.206841	
0.100000	0.900000	2.964607	73.175458	90.631823	52.390923	
0.100000	0.900000	2.967191	73.340068	90.655571	52.744209	
0.100000	0.900000	2.969767	73.498789	90.682495	53.134525	
0.100000	0.900000	2.972334	73.700221	90.695717	53.342766	
0.100000	0.900000	2.974892	73.936836	90.708825	53.614136	
0.100000	0.900000	2.977441	74.070146	90.721822	54.159363	
0.100000	0.900000	2.979982	74.241776	90.741356	54.334579	
0.100000	0.900000	2.982513	74.398143	90.770657	54.159893	
0.100000	0.900000	2.985037	74.510308	90.796414	53.930916	
0.100000	0.900000	2.987551	74.648563	90.818671	54.241756	
0.100000	0.900000	2.990058	74.841184	90.827667	54.732510	
0.100000	0.900000	2.992556	74.971296	90.862630	55.147442	
0.100000	0.900000	2.995045	75.076954	90.884336	55.095104	
0.100000	0.900000	2.997527	75.286074	90.905863	55.279560	
0.100000	0.900000	3.000000	75.443966	90.917567	55.583473	
0.100000	0.900000	3.002465	75.534884	90.945184	55.880169	
0.100000	0.900000	3.004922	75.612227	90.975765	55.953770	
0.100000	0.900000	3.007371	75.869594	90.987043	56.099571	
0.100000	0.900000	3.009812	75.922834	91.023532	56.326172	
0.100000	0.900000	3.012245	76.035122	91.047127	56.670219	
0.100000	0.900000	3.014671	76.183653	91.061119	56.586868	
0.100000	0.900000	3.017088	76.242066	91.093750	56.393143	
0.100000	0.900000	3.019498	76.394105	91.110558	56.543129	
0.100000	0.900000	3.021900	76.626610	91.124132	56.881538	
0.100000	0.900000	3.024295	76.734775	91.143775	56.826927	
0.100000	0.900000	3.026682	76.900695	91.157111	56.976315	
0.100000	0.900000	3.029061	77.004255	91.179534	57.104172	
0.100000	0.900000	3.031433	77.109695	91.201782	57.044632	
0.100000	0.900000	3.033798	77.181948	91.223857	57.565903	
0.100000	0.900000	3.036155	77.406277	91.230620	57.656883	
0.100000	0.900000	3.038505	77.562940	91.243364	57.772945	
0.100000	0.900000	3.040848	77.765447	91.246995	57.986462	
0.100000	0.900000	3.043183	77.954995	91.262572	58.080196	
0.100000	0.900000	3.045512	78.030834	91.289957	58.233498	
0.100000	0.900000	3.047833	78.105486	91.314163	58.228008	
0.100000	0.900000	3.050147	78.195457	91.341146	58.454407	
0.100000	0.900000	3.052454	78.335947	91.356132	58.576958	
0.100000	0.900000	3.054755	78.547691	91.365132	58.904083	
0.100000	0.900000	3.057048	78.658431	91.388694	59.085640	
0.100000	0.900000	3.059334	78.785542	91.406250	59.300533	
0.100000	0.900000	3.061614	78.856095	91.429484	59.537079	
0.100000	0.900000	3.063887	78.917726	91.458333	59.199841	
0.100000	0.900000	3.066153	78.996086	91.484087	59.689690	
0.100000	0.900000	3.068413	79.071964	91.501034	60.123146	
0.100000	0.900000	3.070666	79.189669	91.526442	60.631638	
0.100000	0.900000	3.072912	79.397415	91.537409	61.053802	
0.100000	0.900000	3.075152	79.624940	91.548295	60.870647	
0.100000	0.900000	3.077385	79.724648	91.573256	60.889011	
0.100000	0.900000	3.079612	79.794368	91.598037	61.245998	
0.100000	0.900000	3.081832	79.891255	91.617019	61.624817	
0.100000	0.900000	3.084046	80.093657	91.621864	61.914703	
0.100000	0.900000	3.086254	80.261027	91.635045	61.977150	
0.100000	0.900000	3.088455	80.350234	91.650912	62.117996	
0.100000	0.900000	3.090650	80.513821	91.658355	62.534191	
0.100000	0.900000	3.092839	80.588968	91.682310	62.359009	
0.100000	0.900000	3.095021	80.831673	91.689591	62.459824	
0.100000	0.900000	3.097198	81.034658	91.705044	62.466782	
0.100000	0.900000	3.099368	81.147757	91.723121	62.635227	
0.100000	0.900000	3.101533	81.315239	91.732905	62.767960	
0.100000	0.900000	3.103691	81.425694	91.753472	62.801968	
0.100000	0.900000	3.105844	81.589626	91.757677	62.804329	
0.100000	0.900000	3.107990	81.726661	91.769935	63.287754	
0.100000	0.900000	3.110130	81.866173	91.782109	63.352890	
0.100000	0.900000	3.112265	81.957928	91.802226	63.330292	
0.100000	0.900000	3.114394	82.027629	91.830205	63.361477	
0.100000	0.900000	3.116517	82.189381	91.836735	63.493938	
0.100000	0.900000	3.118634	82.355421	91.843220	63.917877	
0.100000	0.900000	3.120745	82.514002	91.847023	64.087502	
0.100000	0.900000	3.122851	82.659634	91.856061	64.434738	
0.100000	0.900000	3.124951	82.796783	91.865038	64.797333	
0.100000	0.900000	3.127046	82.959189	91.873955	64.911774	
0.100000	0.900000	3.129135	83.049271	91.890625	64.844650	
0.100000	0.900000	3.131218	83.140134	91.907184	64.996353	
0.100000	0.900000	3.133296	83.339912	91.910700	65.631668	
0.100000	0.900000	3.135368	83.535057	91.911613	66.282074	
0.100000	0.900000	3.137435	83.662979	91.925370	66.803764	
0.100000	0.900000	3.139496	83.759807	91.941598	66.752457	
0.100000	0.900000	3.141552	83.949064	91.942402	67.046974	
0.100000	0.900000	3.143603	84.091962	91.953379	67.615570	
0.100000	0.900000	3.145648	84.222576	91.969359	68.064049	
0.100000	0.900000	3.147688	84.416817	91.980178	68.346039	
0.100000	0.900000	3.149723	84.572233	91.988407	68.528130	
0.100000	0.900000	3.151752	84.847216	91.989047	68.509094	
0.100000	0.900000	3.153777	84.946830	92.002204	68.772675	
0.100000	0.900000	3.155796	85.085024	92.012780	68.910118	
0.100000	0.900000	3.157810	85.150403	92.030752	69.054443	
0.100000	0.900000	3.159818	85.255241	92.048611	69.219833	
0.100000	0.900000	3.161822	85.430208	92.063884	69.591965	
0.100000	0.900000	3.163821	85.528694	92.074132	69.826157	
0.100000	0.900000	3.165814	85.609200	92.096600	70.388504	
0.100000	0.900000	3.167803	85.713614	92.116477	70.968628	
0.100000	0.900000	3.169786	85.808870	92.133789	71.395523	
0.100000	0.900000	3.171765	85.861361	92.150993	71.540977	
0.100000	0.900000	3.173739	85.924590	92.170516	72.066406	
0.100000	0.900000	3.175708	86.056341	92.185081	72.160530	
0.100000	0.900000	3.177672	86.139794	92.201968	72.227272	
0.100000	0.900000	3.179631	86.337607	92.209135	72.653770	
0.100000	0.900000	3.181585	86.444327	92.223447	73.113762	
0.100000	0.900000	3.183534	86.508215	92.244839	73.556496	
0.100000	0.900000	3.185479	86.606959	92.258956	73.773163	
0.100000	0.900000	3.187419	86.696681	92.275361	73.664276	
0.100000	0.900000	3.189354	86.884218	92.267992	73.464554	
0.100000	0.900000	3.191285	86.981250	92.284271	73.659721	
0.100000	0.900000	3.193211	87.077548	92.300452	73.850845	
0.100000	0.900000	3.195132	87.237781	92.302459	74.352425	
0.100000	0.900000	3.197049	87.330484	92.318488	74.303436	
0.100000	0.900000	3.198961	87.404658	92.336754	74.548416	
0.100000	0.900000	3.200869	87.462494	92.357236	74.729416	
0.100000	0.900000	3.202772	87.597444	92.366005	74.608002	
0.100000	0.900000	3.204670	87.660421	92.383968	74.572762	
0.100000	0.900000	3.206564	87.794886	92.392607	74.622299	
0.100000	0.900000	3.208454	87.920280	92.401195	74.769066	
0.100000	0.900000	3.210339	88.041792	92.412023	74.636551	
0.100000	0.900000	3.212220	88.153513	92.422789	74.776154	
0.100000	0.900000	3.214096	88.338788	92.426658	75.190254	
0.100000	0.900000	3.215968	88.422675	92.437318	75.165909	
0.100000	0.900000	3.217835	88.545326	92.452446	75.220993	
0.100000	0.900000	3.219699	88.685594	92.460712	74.794327	
0.100000	0.900000	3.221558	88.805431	92.473433	74.693855	
0.100000	0.900000	3.223412	88.863817	92.488326	74.707832	
0.100000	0.900000	3.225263	88.981289	92.498657	74.660187	
0.100000	0.900000	3.227109	89.051931	92.517857	74.665916	
0.100000	0.900000	3.228951	89.252491	92.519142	74.876274	
0.100000	0.900000	3.230789	89.343746	92.531516	75.173599	
0.100000	0.900000	3.232622	89.458294	92.543821	75.380569	
0.100000	0.900000	3.234452	89.517082	92.560470	75.272797	
0.100000	0.900000	3.236277	89.590802	92.574824	75.077927	
0.100000	0.900000	3.238098	89.687922	92.584709	75.307037	
0.100000	0.900000	3.239915	89.764867	92.596726	75.357651	
0.100000	0.900000	3.241728	89.900360	92.604312	75.613426	
0.100000	0.900000	3.243537	90.010796	92.611856	75.926590	
0.100000	0.900000	3.245342	90.105671	92.621528	76.413269	
0.100000	0.900000	3.247143	90.211947	92.631146	76.368576	
0.100000	0.900000	3.248940	90.409357	92.634237	76.783882	
0.100000	0.900000	3.250733	90.495938	92.645919	76.909355	
0.100000	0.900000	3.252522	90.567248	92.659684	77.036819	
0.100000	0.900000	3.254307	90.655246	92.673373	76.900986	
0.100000	0.900000	3.256089	90.729776	92.689122	77.353317	
0.100000	0.900000	3.257866	90.819457	92.702657	77.763763	
0.100000	0.900000	3.259639	90.977931	92.709749	78.178856	
0.100000	0.900000	3.261409	91.081279	92.721037	78.505714	
0.100000	0.900000	3.263175	91.216582	92.725929	78.569801	
0.100000	0.900000	3.264937	91.300062	92.739218	78.687813	
0.100000	0.900000	3.266695	91.439203	92.748236	78.986870	
0.100000	0.900000	3.268449	91.614085	92.750922	79.234726	
0.100000	0.900000	3.270200	91.746462	92.761949	79.315483	
0.100000	0.900000	3.271947	91.874667	92.770833	79.325447	
0.100000	0.900000	3.273690	92.039906	92.775515	79.371628	
0.100000	0.900000	3.275430	92.101920	92.790534	79.894707	
0.100000	0.900000	3.277165	92.209299	92.797206	80.405975	
0.100000	0.900000	3.278898	92.311747	92.810026	80.949738	
0.100000	0.900000	3.280626	92.436551	92.820724	81.326569	
0.100000	0.900000	3.282351	92.535231	92.831365	81.376564	
0.100000	0.900000	3.284072	92.639115	92.843995	81.464767	
0.100000	0.900000	3.285790	92.746631	92.850441	80.971535	
0.100000	0.900000	3.287504	92.883837	92.858887	81.077133	
0.100000	0.900000	3.289214	92.947046	92.871347	80.987198	
0.100000	0.900000	3.290921	93.110029	92.877672	81.009872	
0.100000	0.900000	3.292624	93.315319	92.885982	81.034996	
0.100000	0.900000	3.294324	93.470263	92.890222	81.258560	
0.100000	0.900000	3.296021	93.564801	92.904483	81.075882	
0.100000	0.900000	3.297713	93.636824	92.916667	81.037926	
0.100000	0.900000	3.299403	93.754265	92.924792	81.103226	
0.100000	0.900000	3.301089	93.809911	92.936862	81.274414	
0.100000	0.900000	3.302771	93.932279	92.944895	81.208420	
0.100000	0.900000	3.304450	94.053445	92.956853	81.080902	
0.100000	0.900000	3.306126	94.174538	92.966772	81.201805	
0.100000	0.900000	3.307798	94.244877	92.976641	81.259125	
0.100000	0.900000	3.309467	94.357537	92.986461	81.356781	
0.100000	0.900000	3.311133	94.428698	92.998194	81.307495	
0.100000	0.900000	3.312795	94.511903	93.009868	81.818024	
0.100000	0.900000	3.314454	94.572922	93.025391	81.934319	
0.100000	0.900000	3.316110	94.614821	93.040835	81.910828	
0.100000	0.900000	3.317762	94.665364	93.054260	82.070038	
0.100000	0.900000	3.319411	94.775497	93.059864	82.194328	
0.100000	0.900000	3.321057	94.830302	93.071241	82.263702	
0.100000	0.900000	3.322699	94.893266	93.084491	82.246132	
0.100000	0.900000	3.324338	95.071581	93.093827	82.291077	
0.100000	0.900000	3.325974	95.181934	93.103117	82.266251	
0.100000	0.900000	3.327607	95.255368	93.118107	82.009827	
0.100000	0.900000	3.329237	95.350095	93.129202	82.212906	
0.100000	0.900000	3.330863	95.542466	93.132622	82.336540	
0.100000	0.900000	3.332486	95.573785	93.149331	82.667015	
0.100000	0.900000	3.334106	95.623380	93.160270	83.272873	
0.100000	0.900000	3.335723	95.747734	93.165481	83.253418	
0.100000	0.900000	3.337337	95.820253	93.178216	83.227829	
0.100000	0.900000	3.338948	95.868004	93.192771	83.178345	
0.100000	0.900000	3.340555	95.918445	93.201623	83.086655	
0.100000	0.900000	3.342160	96.137136	93.201064	83.264297	
0.100000	0.900000	3.343761	96.250396	93.209853	83.421158	
0.100000	0.900000	3.345360	96.389251	93.218601	83.640564	
0.100000	0.900000	3.346955	96.425258	93.234747	83.822945	
0.100000	0.900000	3.348547	96.507765	93.245249	83.996201	
0.100000	0.900000	3.350136	96.694651	93.250148	84.282547	
0.100000	0.900000	3.351723	96.766307	93.260564	84.255539	
0.100000	0.900000	3.353306	96.850319	93.269089	84.643188	
0.100000	0.900000	3.354886	97.008678	93.273897	85.192291	
0.100000	0.900000	3.356463	97.107125	93.280516	85.098999	
0.100000	0.900000	3.358038	97.132553	93.296253	85.310715	
0.100000	0.900000	3.359609	97.232140	93.306440	85.763474	
0.100000	0.900000	3.361178	97.328301	93.312937	85.624329	
0.100000	0.900000	3.362743	97.533931	93.323038	86.067841	
0.100000	0.900000	3.364306	97.672085	93.327654	86.233093	
0.100000	0.900000	3.365865	97.739105	93.335865	86.415588	
0.100000	0.900000	3.367422	97.819237	93.344039	85.999084	
0.100000	0.900000	3.368976	97.943497	93.348574	86.238312	
0.100000	0.900000	3.370527	98.139664	93.351293	86.384888	
0.100000	0.900000	3.372076	98.254109	93.359375	86.497482	
0.100000	0.900000	3.373621	98.360221	93.365632	86.776382	
0.100000	0.900000	3.375164	98.419331	93.377212	86.927597	
0.100000	0.900000	3.376703	98.479974	93.386959	87.034935	
0.100000	0.900000	3.378240	98.564118	93.398438	87.146301	
0.100000	0.900000	3.379774	98.669856	93.406321	87.154312	
0.100000	0.900000	3.381306	98.798594	93.412401	87.432175	
0.100000	0.900000	3.382834	98.921647	93.414927	87.754898	
0.100000	0.900000	3.384360	99.033918	93.419200	87.766006	
0.100000	0.900000	3.385883	99.134236	93.426966	88.109818	
0.100000	0.900000	3.387404	99.249990	93.431194	88.114761	
0.100000	0.900000	3.388921	99.416671	93.430159	88.012878	
0.100000	0.900000	3.390436	99.520154	93.437849	88.151352	
0.100000	0.900000	3.391949	99.631211	93.443764	88.570740	
